Name,State Code,Cases,Deaths,Risk Index
Brazos,TX,487,10,0.16
Houston,AL,223,10,0.16
Monongalia,WV,134,10,0.16
Osceola,FL,709,20,0.16
Lee,AR,23,10,0.16
Conecuh,AL,41,10,0.16
Chemung,NY,137,10,0.16
Edgefield,SC,51,10,0.16
Whitley,IN,43,10,0.16
Dane,WI,759,29,0.16
Rabun,GA,23,10,0.16
Jefferson,IN,46,10,0.16
Marin,CA,506,10,0.16
Flagler,FL,190,10,0.16
Barnwell,SC,48,10,0.16
Clark,WA,546,22,0.16
Vinton,OH,21,10,0.16
Lafayette,MO,75,10,0.16
Rankin,MS,446,10,0.16
Wright,MN,327,10,0.16
Vigo,IN,171,10,0.16
Washington,NE,32,10,0.16
Marshall,KY,38,10,0.17
Kosciusko,IN,156,10,0.17
Hamilton,FL,239,0,0.17
Coconino,AZ,1173,81,0.17
Washington,AL,72,10,0.17
Des Moines,IA,66,10,0.17
Auglaize,OH,75,10,0.17
Dawson,TX,42,10,0.17
Fairfield,OH,301,10,0.17
Glynn,GA,133,10,0.17
Randolph,IN,48,10,0.17
Union,AR,173,10,0.17
Ionia,MI,152,10,0.17
St. Joseph,MI,129,10,0.18
Toole,MT,29,10,0.18
Yates,NY,39,10,0.18
Avoyelles Parish,LA,136,10,0.18
Montgomery,TX,966,26,0.18
Hamblen,TN,43,10,0.18
Caldwell,NC,157,10,0.18
Sunflower,MS,85,10,0.18
Morgan,AL,296,10,0.18
Owen,IN,34,10,0.18
Union,PA,60,10,0.18
Delaware,OH,340,10,0.18
Iroquois,IL,132,10,0.18
Washington,WI,260,10,0.18
DeKalb,AL,254,10,0.19
Nash,NC,210,10,0.19
Lee,MS,165,10,0.19
Ouray,CO,10,10,0.19
Marion,SC,72,10,0.19
King and Queen,VA,10,10,0.19
Jefferson,IL,101,10,0.19
Plaquemines Parish,LA,215,10,0.19
Washington,FL,66,10,0.19
Cedar,IA,49,10,0.19
Davidson,NC,434,10,0.19
Montgomery,NY,93,10,0.19
Westmoreland,PA,451,38,0.19
Sharp,AR,46,10,0.19
Hancock,MS,91,10,0.19
Roanoke,VA,110,10,0.19
Washington,NY,237,10,0.19
Louisa,VA,81,10,0.20
Ada,ID,818,22,0.20
Coles,IL,127,10,0.20
Northumberland,PA,198,10,0.20
Fayette,TN,121,10,0.20
Chester,SC,87,10,0.20
Greenwood,SC,148,10,0.20
Bradley,TN,157,10,0.20
Lauderdale,TN,59,10,0.20
Wayne,WV,102,10,0.20
Tippecanoe,IN,418,10,0.20
Dodge,GA,52,10,0.20
McDonough,IL,91,10,0.20
Rutherford,NC,186,10,0.20
Steuben,NY,242,29,0.20
Williamson,TN,567,10,0.20
Dixie,FL,54,10,0.20
Somerset,MD,74,10,0.20
Scott,IA,364,10,0.21
Bullitt,KY,119,10,0.21
Wyandot,OH,45,10,0.21
Cleburne,AR,74,10,0.21
Etowah,AL,261,10,0.21
Mineral,WV,47,10,0.21
Davis,UT,472,10,0.21
Seneca,NY,59,10,0.21
Adams,PA,255,10,0.21
Grundy,IL,101,10,0.21
Anderson,KY,22,10,0.21
Prentiss,MS,51,10,0.21
Caroline,VA,76,10,0.21
Telfair,GA,37,10,0.21
Boyd,KY,40,10,0.21
Kewaunee,WI,35,10,0.21
Tioga,NY,131,10,0.21
Anson,NC,66,10,0.22
Polk,FL,1053,58,0.22
Calumet,WI,78,10,0.22
Coosa,AL,40,10,0.22
Lafayette,MS,141,10,0.22
Sumter,FL,255,10,0.22
San Juan,UT,308,10,0.22
Clay,IN,51,10,0.22
Lancaster,NE,1244,10,0.22
Bryan,GA,75,10,0.22
Halifax,NC,183,10,0.22
Surry,VA,10,10,0.22
Castro,TX,33,10,0.22
Audrain,MO,90,10,0.22
Volusia,FL,752,39,0.22
Washington,GA,74,10,0.22
La Salle Parish,LA,53,10,0.22
Spartanburg,SC,645,20,0.22
Lyon,KY,10,10,0.22
Pima,AZ,2496,191,0.22
McClain,OK,106,10,0.22
Clark,OH,298,10,0.22
Madison,FL,69,10,0.22
Hamilton,TN,910,10,0.22
McDowell,NC,82,10,0.23
Starke,IN,39,10,0.23
Russell,KY,24,10,0.23
Collin,TX,1312,34,0.23
Henderson,KY,112,10,0.23
Branch,MI,124,10,0.23
Allegany,MD,181,10,0.23
Chesterfield,SC,203,10,0.23
Sumter,SC,396,10,0.23
Caddo,OK,164,10,0.23
Amelia,VA,26,10,0.23
Sacramento,CA,1439,58,0.23
Perquimans,NC,25,10,0.23
Gray,TX,100,10,0.23
Jefferson,GA,46,10,0.23
Washington,MS,191,10,0.23
Lowndes,GA,321,10,0.23
Fannin,GA,48,10,0.23
Clarke,AL,147,10,0.24
Kings,CA,1168,10,0.24
Lake,OH,309,10,0.24
Toombs,GA,57,10,0.24
Jones,NC,25,10,0.24
Brown,SD,281,10,0.24
Sangamon,IL,350,29,0.24
Bibb,AL,76,10,0.24
Gunnison,CO,178,10,0.24
Floyd,GA,279,10,0.24
Screven,GA,55,10,0.24
Ontario,NY,209,20,0.24
Androscoggin,ME,314,10,0.24
Denton,TX,1398,32,0.24
Strafford,NH,271,10,0.24
Tipton,IN,25,10,0.24
Red River,TX,72,10,0.24
Randolph,NC,678,10,0.25
McCracken,KY,97,10,0.25
Gates,NC,23,10,0.25
Hocking,OH,70,10,0.25
East Carroll Parish,LA,164,0,0.25
Talbot,MD,101,10,0.25
Buncombe,NC,354,29,0.25
Marion,AL,123,10,0.25
Suwannee,FL,168,10,0.25
Ogle,IL,214,10,0.25
Colbert,AL,187,10,0.25
Wabash,IN,79,10,0.25
Glades,FL,61,10,0.25
Rock,WI,646,10,0.25
Bolivar,MS,165,10,0.25
Nicollet,MN,88,10,0.25
Haralson,GA,49,10,0.25
Putnam,OH,93,10,0.25
Ochiltree,TX,49,10,0.25
Washington,NC,30,10,0.25
Smith,TN,36,10,0.25
Morehouse Parish,LA,122,10,0.25
Marshall,IN,128,10,0.25
McMinn,TN,143,10,0.26
Lincoln,GA,10,10,0.26
Surry,NC,224,10,0.26
Grundy,TN,31,10,0.26
Choctaw,OK,76,10,0.26
Perry,MS,51,10,0.26
Franklin,MS,29,10,0.26
Huntingdon,PA,231,10,0.26
Worcester,MD,217,10,0.26
Gonzales,TX,132,10,0.26
Claiborne Parish,LA,66,10,0.26
Bradford,FL,51,10,0.26
Grant,KY,42,10,0.26
Randall,TX,688,10,0.27
Sherburne,MN,253,10,0.27
Dallas,AL,282,10,0.27
Madison,NY,317,10,0.27
Fulton,IN,49,10,0.27
Deaf Smith,TX,163,10,0.27
Warren,MS,181,10,0.27
Contra Costa,CA,1506,37,0.27
Burke,GA,122,10,0.27
Crane,TX,25,10,0.27
Jefferson,TX,562,28,0.27
Marion,OR,981,26,0.27
Wilson,TN,430,10,0.27
Crawford,OH,116,10,0.27
Windham,CT,393,10,0.28
Queen Anne's,MD,161,10,0.28
Tuscarawas,OH,352,10,0.28
Shelby,AL,522,20,0.28
Ottawa,MI,786,35,0.28
Carver,MN,222,10,0.28
Union,GA,48,10,0.28
Genesee,NY,202,10,0.28
Jackson,FL,266,10,0.28
Vanderburgh,IN,284,10,0.28
Plymouth,IA,135,10,0.28
Olmsted,MN,650,10,0.28
Columbia,GA,255,10,0.28
Union,NC,466,20,0.28
Walworth,WI,398,10,0.28
Jenkins,GA,21,10,0.28
Concordia Parish,LA,88,10,0.28
Rush,IN,48,10,0.29
LaGrange,IN,93,10,0.29
Twin Falls,ID,428,23,0.29
Macon,AL,85,10,0.29
Scott,MO,109,10,0.29
Walker,AL,374,10,0.29
DeKalb,IL,422,10,0.29
Adair,OK,91,10,0.29
Brown,IN,33,10,0.29
Houston,GA,377,10,0.29
York,PA,1028,26,0.30
Fauquier,VA,326,10,0.30
Bremer,IA,69,10,0.30
Warren,NC,64,10,0.30
Coffee,AL,238,10,0.30
Brantley,GA,59,10,0.30
Webster Parish,LA,157,10,0.30
Chippewa,MN,51,10,0.30
Harris,GA,104,10,0.30
Gregg,TX,236,10,0.30
Taylor,GA,22,10,0.30
Crawford,MI,58,10,0.30
Henry,VA,136,10,0.30
Washington,MD,480,10,0.30
Pickens,GA,50,10,0.30
Saguache,CO,89,10,0.30
Monroe,IL,96,10,0.30
Murray,GA,96,10,0.30
Amite,MS,64,10,0.30
Robeson,NC,786,10,0.30
Coweta,GA,426,10,0.30
Greene,NY,241,10,0.31
Cameron,TX,776,36,0.31
Calhoun,FL,62,10,0.31
Wilkes,GA,33,10,0.31
Daviess,KY,323,10,0.31
Madison,GA,59,10,0.31
Imperial,CA,1798,29,0.31
Daviess,IN,94,10,0.31
Cumberland,NC,708,23,0.31
Mahaska,IA,96,10,0.31
Jeff Davis,GA,38,10,0.31
Jones,TX,606,0,0.31
Carroll,VA,100,10,0.31
Itawamba,MS,89,10,0.32
Paulding,GA,339,10,0.32
Autauga,AL,238,10,0.32
Pickens,AL,121,10,0.32
Tippah,MS,76,10,0.32
Moniteau,MO,48,10,0.32
Lowndes,MS,230,10,0.32
Edgecombe,NC,208,10,0.32
Morrow,OH,107,10,0.32
Lincoln Parish,LA,160,10,0.32
DeSoto,MS,553,10,0.32
Tate,MS,89,10,0.32
Polk,NC,37,10,0.32
Stephenson,IL,211,10,0.32
Graves,KY,167,10,0.32
Echols,GA,124,0,0.32
Calhoun,MS,67,10,0.33
Union,MS,85,10,0.33
Jasper,GA,39,10,0.33
Orange,FL,2048,41,0.33
Kershaw,SC,339,10,0.33
Alamosa,CO,82,10,0.33
Barbour,AL,175,10,0.33
Darlington,SC,308,10,0.33
Henry,IA,72,10,0.33
Richmond,NC,163,10,0.34
Martin,FL,680,10,0.34
Steuben,IN,85,10,0.34
Wake,NC,1841,39,0.34
Ozaukee,WI,165,10,0.34
Ware,GA,233,10,0.34
Madison,OH,157,10,0.34
Marengo,AL,172,10,0.34
Henry,AL,81,10,0.34
Elmore,AL,372,10,0.34
Johnson,IA,616,10,0.34
Oldham,KY,100,10,0.34
Poweshiek,IA,90,10,0.35
Gordon,GA,170,10,0.35
Jackson,IL,289,10,0.35
Ripley,IN,108,10,0.35
Otsego,MI,102,10,0.35
Guthrie,IA,53,10,0.35
Eagle,CO,590,10,0.35
Marion,MS,115,10,0.35
Coahoma,MS,127,10,0.35
Lawrence,AR,85,10,0.36
Putnam,IN,137,10,0.36
Tulare,CA,2004,89,0.36
Chaffee,CO,77,20,0.36
Rockingham,VA,545,10,0.36
Fayette,KY,770,10,0.36
Bexar,TX,2839,75,0.36
Ohio,WV,42,10,0.36
Meriwether,GA,94,10,0.37
Dorchester,MD,144,10,0.37
Irwin,GA,31,10,0.37
New Kent,VA,38,10,0.37
Lamar,MS,248,10,0.37
Cottle,TX,10,10,0.37
Union,FL,33,10,0.38
Calhoun,MI,386,23,0.38
St. Lucie,FL,492,31,0.38
Erie,OH,178,10,0.38
McLean,KY,22,10,0.39
Henry,IN,184,10,0.39
Monroe,MI,472,21,0.39
Orange,VA,110,10,0.39
Tuscola,MI,189,24,0.39
Brooks,GA,72,10,0.39
Lenoir,NC,217,10,0.39
Scott,MN,442,10,0.39
Bertie,NC,125,10,0.39
Muskegon,MI,648,37,0.39
Davie,NC,105,10,0.39
Jasper,IL,46,10,0.39
Warren,OH,383,21,0.39
Martin,MN,132,10,0.39
Williamsburg,SC,245,10,0.40
Pemiscot,MO,88,10,0.40
Montgomery,NC,132,10,0.40
Grayson,KY,126,10,0.40
Juniata,PA,95,10,0.40
Walton,GA,272,10,0.40
Oglethorpe,GA,63,10,0.40
Grimes,TX,218,10,0.40
Forsyth,NC,1434,10,0.40
Lapeer,MI,191,30,0.41
Pasquotank,NC,110,10,0.41
Randolph,AL,128,10,0.41
Sampson,NC,499,10,0.41
Berkeley,WV,314,10,0.41
Crenshaw,AL,78,10,0.41
Burke,NC,436,10,0.41
Jackson,GA,199,10,0.41
DeSoto,FL,197,10,0.41
Livingston,MI,397,26,0.41
Logan,KY,152,10,0.41
Shelby,TX,203,10,0.41
Bossier Parish,LA,421,26,0.41
Ottawa,OH,103,10,0.41
Nacogdoches,TX,290,21,0.41
Yell,AR,179,10,0.42
Clay,FL,387,30,0.42
Polk,GA,128,10,0.42
Island,WA,181,10,0.42
Stearns,MN,2042,10,0.42
Madison,VA,41,10,0.42
Grady,GA,115,10,0.42
Caswell,NC,93,10,0.42
Harrison,TX,247,25,0.42
Waukesha,WI,722,30,0.42
Pierce,WA,1950,81,0.43
Coffey,KS,50,10,0.43
Harnett,NC,297,28,0.43
Allendale,SC,38,10,0.44
Alamance,NC,368,20,0.44
Miami,IN,141,10,0.44
Heard,GA,35,10,0.44
York,VA,77,10,0.44
Carlisle,KY,10,10,0.44
Jackson,WV,137,10,0.44
Granville,NC,309,10,0.44
Jasper,IA,260,10,0.44
Lexington,SC,677,34,0.44
San Augustine,TX,44,10,0.44
Jackson,MI,456,28,0.44
Monroe,IA,38,10,0.45
Northumberland,VA,25,10,0.45
Allen Parish,LA,184,10,0.45
Pulaski,AR,969,35,0.45
Franklin,NC,162,21,0.45
Chatham,GA,517,26,0.45
Greene,GA,70,10,0.45
Apache,AZ,1569,41,0.45
Shelby,KY,178,10,0.45
Wilkes,NC,500,10,0.45
Clinch,GA,59,10,0.46
Winston,MS,121,10,0.46
Bay,MI,317,24,0.46
Fayette,GA,238,10,0.46
Medina,OH,356,23,0.46
Greene,VA,34,10,0.46
Jefferson,MS,43,10,0.46
Frederick,VA,371,10,0.46
Maricopa,AZ,10536,448,0.46
Clinton,IL,188,10,0.47
Franklin,WA,610,20,0.47
Spotsylvania,VA,586,10,0.47
Grenada,MS,99,10,0.47
Cook,GA,45,10,0.47
De Soto Parish,LA,249,10,0.47
Monroe,GA,121,10,0.47
Hendry,FL,446,10,0.47
Lumpkin,GA,100,10,0.48
Duval,FL,1660,51,0.48
Rockwall,TX,171,10,0.48
Schley,GA,10,10,0.48
Coffee,GA,285,10,0.48
Howard,NE,42,10,0.48
Benton,MN,178,10,0.48
Rensselaer,NY,493,25,0.48
Tunica,MS,56,10,0.49
Calvert,MD,352,10,0.49
Hoke,NC,248,10,0.49
Isle of Wight,VA,132,10,0.49
Oktibbeha,MS,253,10,0.50
McDuffie,GA,69,10,0.50
Mercer,OH,217,10,0.50
Blaine,ID,512,10,0.50
Fairfield,SC,181,10,0.50
Gadsden,FL,278,10,0.50
Dubois,IN,202,10,0.50
Hamilton,NE,55,10,0.50
Richland Parish,LA,139,10,0.50
Jackson Parish,LA,109,10,0.50
Carson City,NV,99,10,0.50
Monroe,OH,79,10,0.50
Dubuque,IA,350,20,0.50
Gentry,MO,41,10,0.51
Collier,FL,1605,49,0.51
Fluvanna,VA,92,10,0.51
Wilson,NC,363,10,0.51
Fort Bend,TX,1881,44,0.51
Troup,GA,337,10,0.51
Belmont,OH,438,10,0.52
Wasatch,UT,294,10,0.52
St. Helena Parish,LA,51,10,0.52
Pike,MS,204,10,0.52
Ingham,MI,745,27,0.52
Warren,NY,255,29,0.52
Jennings,IN,131,10,0.53
Adair,KY,97,10,0.53
Lanier,GA,25,10,0.53
Hinds,MS,1035,26,0.53
Carroll,IN,93,10,0.53
Lubbock,TX,704,50,0.53
Blackford,IN,27,10,0.53
El Paso,CO,1761,95,0.53
Yazoo,MS,286,10,0.53
Forsyth,GA,533,10,0.53
Montgomery,IN,244,10,0.53
Darke,OH,181,23,0.53
Simpson,KY,54,10,0.53
Wilkinson,MS,85,10,0.54
Dade,GA,37,10,0.54
Clark,NV,6719,343,0.54
Decatur,GA,206,10,0.54
Franklin,IN,110,10,0.54
Campbell,KY,185,10,0.54
Putnam,GA,93,10,0.55
Berrien,MI,636,53,0.55
Navajo,AZ,1957,64,0.55
Marshall,AL,705,10,0.55
Livingston Parish,LA,440,30,0.55
Cleveland,OK,506,37,0.55
Whitfield,GA,394,10,0.55
Copiah,MS,315,10,0.56
Douglas,CO,726,45,0.56
Bernalillo,NM,1499,72,0.56
Wayne,MS,224,10,0.56
Calcasieu Parish,LA,611,49,0.56
Allen,KY,92,10,0.56
Mower,MN,354,10,0.56
Hillsborough,FL,2285,81,0.56
Crittenden,AR,395,10,0.56
Marlboro,SC,183,10,0.56
Newton,GA,370,10,0.57
Newton,IN,78,10,0.57
Jerome,ID,175,10,0.57
Crowley,CO,64,10,0.57
St. Clair,MI,448,43,0.57
Choctaw,MS,47,10,0.57
Dillon,SC,170,10,0.57
Choctaw,AL,153,10,0.57
Jackson,KY,61,10,0.57
Clarke,MS,154,10,0.57
Gilmer,GA,156,10,0.57
Pike,GA,55,10,0.58
Adams,MS,200,10,0.58
Clay,MS,115,10,0.58
Rapides Parish,LA,810,31,0.58
Randolph,IL,270,10,0.59
Escambia,FL,844,34,0.59
Pearl River,MS,211,31,0.59
Pulaski,GA,42,10,0.60
Yadkin,NC,181,10,0.60
Madison Parish,LA,105,10,0.60
St. Bernard Parish,LA,544,22,0.60
Southampton,VA,149,10,0.60
Greene,NC,81,10,0.60
Hillsdale,MI,169,24,0.60
Fayette,IN,78,10,0.60
Jasper,MS,165,10,0.60
Hertford,NC,128,10,0.60
Summit,CO,233,10,0.61
Rice,MN,467,10,0.61
Cabarrus,NC,498,21,0.61
Allamakee,IA,120,10,0.61
Bedford,TN,295,10,0.61
Muscogee,GA,650,10,0.61
Boone,KY,467,10,0.61
Red River Parish,LA,50,10,0.62
Towns,GA,26,10,0.62
Kandiyohi,MN,504,10,0.62
San Diego,CA,7674,276,0.62
Talbot,GA,39,10,0.62
Adams,NE,272,10,0.63
Benton,WA,823,63,0.63
King George,VA,70,10,0.63
Edmonson,KY,56,10,0.63
Northampton,NC,155,10,0.63
White,GA,105,10,0.63
Fulton,NY,212,22,0.63
Washington,IA,190,10,0.64
Oklahoma,OK,1294,62,0.64
St. Martin Parish,LA,300,23,0.64
Lyon,KS,419,10,0.64
LaPorte,IN,434,24,0.65
Winn Parish,LA,174,10,0.65
Riverside,CA,8155,342,0.65
Humphreys,MS,59,10,0.65
Chickasaw,MS,137,10,0.65
Greene,AL,95,10,0.65
Madison,NE,318,10,0.66
Santa Clara,CA,2819,143,0.66
Beadle,SD,276,10,0.66
Goochland,VA,101,10,0.66
Allen,OH,212,33,0.66
Jefferson Davis,MS,80,10,0.67
Shiawassee,MI,240,26,0.67
Wilkinson,GA,69,10,0.67
Smith,MS,153,10,0.67
Hanover,VA,335,24,0.67
Wilcox,AL,152,10,0.68
Webster,MS,67,10,0.68
Columbus,NC,337,27,0.68
Saluda,SC,148,10,0.68
Pierce,GA,105,10,0.69
Ashtabula,OH,340,35,0.70
Tipton,TN,455,10,0.70
Butler,OH,919,32,0.70
Westmoreland,VA,70,10,0.70
Webster,GA,10,10,0.71
Jefferson,WV,192,10,0.71
Yalobusha,MS,96,10,0.71
Sarpy,NE,680,10,0.71
Tulsa,OK,1057,57,0.71
Prince Edward,VA,143,10,0.71
Saline,MO,268,10,0.71
Grant,IN,219,23,0.71
Terrebonne Parish,LA,692,54,0.72
Robertson,TN,511,10,0.72
Warren,KY,1045,10,0.72
Peach,GA,74,10,0.72
Putnam,TN,507,10,0.73
Madison,IL,595,60,0.73
Franklin,GA,104,10,0.74
Clinton,IN,238,10,0.74
Wood,OH,300,47,0.75
Catahoula Parish,LA,114,10,0.75
Macon,GA,103,10,0.75
Ben Hill,GA,80,10,0.76
Lawrence,MS,105,10,0.76
Oconee,GA,117,10,0.76
Union Parish,LA,324,10,0.76
Duplin,NC,870,10,0.76
Berkshire,MA,568,40,0.76
Colquitt,GA,485,10,0.76
Appling,GA,169,10,0.76
Greer,OK,66,10,0.77
Jackson,IN,394,10,0.77
St. Landry Parish,LA,266,54,0.77
Marion,GA,59,10,0.77
Cumberland,ME,1203,54,0.78
Lawrence,IN,165,24,0.78
Jefferson,AR,529,25,0.78
St. Mary's,MD,518,24,0.79
Carroll,MS,116,10,0.80
Atkinson,GA,53,10,0.80
White,IN,238,10,0.80
Stafford,VA,733,10,0.80
Montgomery,MS,85,10,0.81
Schuylkill,PA,643,36,0.81
Stewart,GA,53,10,0.82
Clarke,GA,297,10,0.82
Hale,AL,178,10,0.82
Chittenden,VT,457,39,0.83
Nantucket,MA,10,10,0.83
Clay,MN,430,29,0.83
James City,VA,210,10,0.84
Buchanan,MO,719,10,0.84
Warren,VA,166,10,0.84
Warrick,IN,166,28,0.84
Broome,NY,578,50,0.84
Logan,CO,620,10,0.85
Sumter,AL,226,10,0.85
Multnomah,OR,1181,61,0.86
Rutherford,TN,1278,27,0.86
Kemper,MS,147,10,0.88
Charles City,VA,27,10,0.88
Johnson,KS,877,66,0.88
Oneida,NY,1049,57,0.88
Lamar,GA,73,10,0.88
Cecil,MD,377,24,0.89
Seminole,GA,45,10,0.89
Kent,MD,174,10,0.89
Lee,AL,552,34,0.90
St. Charles,MO,791,58,0.91
Union,IL,157,10,0.92
Banks,GA,95,10,0.92
Iberia Parish,LA,411,38,0.92
Covington,MS,173,10,0.92
Wayne,OH,281,51,0.92
Washington,MN,658,32,0.92
Carbon,PA,241,24,0.92
Trumbull,OH,584,50,0.92
Harrison,IN,196,22,0.93
Richmond,GA,604,25,0.93
Porter,IN,547,29,0.93
Texas,OK,934,10,0.94
Carroll,GA,533,24,0.94
Newton,MS,282,10,0.94
Galveston,TX,847,37,0.95
Dearborn,IN,169,21,0.95
Macon,TN,157,10,0.95
Greene,IN,169,25,0.95
Portage,OH,329,57,0.95
Dawson,GA,109,10,0.96
Jackson (including other portions of Kansas City),MO,1952,49,0.96
Kendall,IL,819,10,0.96
Florence,SC,678,38,0.96
Attala,MS,303,10,0.96
Panola,TX,180,23,0.97
Monroe,MS,265,25,0.97
Henry,GA,696,23,0.97
Claiborne,MS,112,10,0.97
Sarasota,FL,647,80,0.97
Washington,TX,205,25,0.97
Morgan,IN,281,24,0.97
Caroline,MD,263,10,1.00
Lake,TN,765,0,1.01
Mecklenburg,VA,218,22,1.02
Greenville,SC,1751,57,1.02
Tift,GA,271,10,1.03
Orange,NC,360,40,1.03
Franklin,PA,781,36,1.03
Butler,AL,416,10,1.03
Noxubee,MS,191,10,1.03
Guilford,NC,1318,65,1.03
Geauga,OH,292,33,1.04
Noble,IN,238,21,1.04
Orleans,NY,241,38,1.05
Cumberland,PA,644,52,1.05
Travis,TX,3360,93,1.05
Rockdale,GA,290,10,1.05
Rock Island,IL,683,24,1.06
Snohomish,WA,2987,149,1.06
Miami,OH,361,30,1.06
Jefferson,AL,1876,103,1.06
Acadia Parish,LA,428,24,1.07
Scott,IN,121,10,1.09
Hopkins,KY,222,30,1.09
Sevier,AR,258,10,1.10
Dodge,NE,487,10,1.11
Charlotte,FL,463,65,1.11
Alameda,CA,3515,97,1.12
Johnson,GA,82,10,1.12
Quitman,GA,10,10,1.12
El Paso,TX,2833,83,1.12
Lorain,OH,702,59,1.14
Madison,MS,745,25,1.14
Sussex,VA,161,10,1.14
Platte,NE,603,10,1.16
Newport,RI,244,10,1.16
Barrow,GA,333,10,1.18
Niagara,NY,1048,68,1.21
Pike,PA,478,20,1.21
Lee,NC,466,10,1.21
Boulder,CO,986,67,1.22
Greensville,VA,100,10,1.22
Tangipahoa Parish,LA,883,37,1.23
Baker,GA,34,10,1.26
Finney,KS,1504,10,1.26
Franklin,MA,335,47,1.27
Bienville Parish,LA,147,23,1.27
Boone,IL,476,10,1.28
Stephens,GA,147,10,1.30
Lee,SC,221,10,1.30
Rowan,NC,675,35,1.31
Franklin,AL,573,10,1.31
Assumption Parish,LA,252,10,1.31
Leavenworth,KS,1095,10,1.32
San Juan,NM,1813,124,1.32
Liberty,FL,213,10,1.33
Richland,SC,1542,66,1.33
Lafayette Parish,LA,803,27,1.33
Dooly,GA,184,10,1.33
Cherokee,GA,918,33,1.33
Weld,CO,2505,132,1.34
Orange,CA,6574,150,1.34
Columbia,PA,349,31,1.35
Stark,OH,743,98,1.36
Chatham,NC,638,25,1.36
St. Mary Parish,LA,323,31,1.36
Delaware,IN,385,40,1.36
Leake,MS,447,10,1.36
Franklin Parish,LA,377,10,1.37
Kalamazoo,MI,848,58,1.37
Wayne,NC,1179,20,1.38
Lowndes,AL,254,10,1.40
Jerauld,SD,35,10,1.40
Allegheny,PA,1928,165,1.41
Bullock,AL,212,10,1.41
West Feliciana Parish,LA,212,10,1.41
Harford,MD,891,51,1.42
Yakima,WA,3817,96,1.42
Bibb,GA,478,29,1.43
Dawson,NE,839,10,1.44
Muhlenberg,KY,484,10,1.45
Dakota,MN,1368,59,1.46
Cass,ND,1762,54,1.47
Titus,TX,467,10,1.47
Wilcox,GA,117,10,1.47
St. Joseph,IN,1309,34,1.48
Orange,IN,130,22,1.50
Harris,TX,12664,235,1.50
Henderson,NC,351,45,1.53
Columbia,NY,391,40,1.54
Crisp,GA,236,10,1.56
Wapello,IA,607,10,1.59
Worth,GA,223,21,1.60
Marshall,IA,898,10,1.61
Lincoln,MS,270,29,1.61
Culpeper,VA,720,10,1.66
Pointe Coupee Parish,LA,205,25,1.67
Bartow,GA,492,39,1.67
Scott,MS,661,10,1.70
Chesterfield,VA,1627,37,1.71
Elkhart,IN,1384,28,1.75
Lee,FL,1967,112,1.75
Bacon,GA,135,10,1.75
Lafourche Parish,LA,867,72,1.75
St. Francis,AR,682,10,1.75
Manatee,FL,1074,98,1.78
Montgomery,AL,1790,43,1.78
Thomas,GA,342,32,1.83
Jones,MS,663,31,1.83
Shelby,IN,375,22,1.84
Hancock,IN,345,28,1.84
Chambers,AL,358,26,1.85
Boone,IN,316,35,1.85
Butler,KY,232,10,1.87
Pinellas,FL,1335,90,1.89
Shenandoah,VA,465,22,1.90
Washington,RI,499,40,1.92
Crawford,IA,529,10,1.93
Spalding,GA,277,22,1.94
Sumner,TN,913,45,1.95
Rockingham,NH,1320,76,1.95
Moore,TX,838,10,1.97
Buckingham,VA,465,10,1.98
Leflore,MS,273,34,2.02
Linn,IA,957,79,2.03
Clarendon,SC,302,39,2.03
Tarrant,TX,5534,165,2.07
Gallatin,KY,43,10,2.08
Douglas,GA,549,25,2.08
Allen,IN,1711,70,2.10
Clark,IN,519,41,2.10
Ford,KS,1790,10,2.14
Washtenaw,MI,1340,99,2.14
Salt Lake,UT,5449,74,2.14
Washington Parish,LA,437,38,2.16
San Mateo,CA,2188,84,2.17
Mobile,AL,2279,118,2.18
New London,CT,1094,90,2.20
Washington,OK,327,36,2.27
St. Clair,IL,1172,86,2.30
Turner,GA,133,10,2.30
Dallas,IA,921,24,2.31
Beaver,PA,591,74,2.34
Ouachita Parish,LA,1289,44,2.36
Vance,NC,322,22,2.41
Sullivan,NY,1392,33,2.42
Howard,IN,429,34,2.42
Kankakee,IL,930,50,2.47
Madison,IN,594,61,2.49
Monroe,NY,2989,209,2.50
Ulster,NY,1696,78,2.51
Randolph,GA,179,10,2.54
McHenry,IL,1606,73,2.54
Saline,NE,506,10,2.55
Clay,GA,39,10,2.60
Bartholomew,IN,521,38,2.61
Schenectady,NY,696,30,2.61
Potter,TX,2354,30,2.64
Accomack,VA,939,10,2.66
Forrest,MS,594,39,2.72
Seward,KS,883,10,2.72
Kent,MI,3777,93,2.73
Brown,WI,2334,37,2.74
Lebanon,PA,980,33,2.74
East Feliciana Parish,LA,198,30,2.79
Saginaw,MI,1050,109,2.83
Dauphin,PA,1359,77,2.84
Wicomico,MD,955,30,2.86
Anoka,MN,1441,71,2.94
Kent,DE,1450,66,2.97
Calhoun,GA,134,10,2.99
Decatur,IN,225,31,3.00
Buena Vista,IA,836,10,3.00
Page,VA,230,24,3.02
Morgan,CO,631,43,3.02
Onondaga,NY,2228,129,3.08
Mecklenburg,NC,4519,95,3.08
Lee,GA,361,22,3.13
McKinley,NM,2480,114,3.14
Kenton,KY,614,34,3.15
Louisa,IA,346,10,3.15
Walker,TX,1574,27,3.17
Baldwin,GA,350,27,3.21
Adams,CO,3338,125,3.22
